doi,wos_id,year,journal,authors,title_wos
10.1509/jmkr.43.3.332,WOS000239878300002,2006,JMR,PRELEC D,REBUILDING THE BOAT WHILE STAYING AFLOAT: THE MODELING CHALLENGE FOR BEHAVIORAL ECONOMICS
10.1509/jmkr.43.3.337,WOS000239878300003,2006,JMR,JOHNSON EJ,THINGS THAT GO BUMP IN THE MIND: HOW BEHAVIORAL ECONOMICS COULD INVIGORATE MARKETING
10.1509/jmkr.43.3.341,WOS000239878300004,2006,JMR,HO TH;LIM N;CAMERER CF,HOW ``PSYCHOLOGICAL'' SHOULD ECONOMIC AND MARKETING MODELS BE?
10.1509/jmkr.43.3.345,WOS000239878300005,2006,JMR,CHEVALIER JA;MAYZLIN D,THE EFFECT OF WORD OF MOUTH ON SALES: ONLINE BOOK REVIEWS
10.1509/jmkr.43.3.355,WOS000239878300006,2006,JMR,YING Y;FEINBERG F;WEDEL M,LEVERAGING MISSING RATINGS TO IMPROVE ONLINE RECOMMENDATION SYSTEMS
10.1509/jmkr.43.3.366,WOS000239878300007,2006,JMR,ROEHM ML;TYBOUT AM,"WHEN WILL A BRAND SCANDAL SPILL OVER, AND HOW SHOULD COMPETITORS RESPOND?"
10.1509/jmkr.43.3.374,WOS000239878300008,2006,JMR,LABROO AA;LEE AY,BETWEEN TWO BRANDS: A GOAL FLUENCY ACCOUNT OF BRAND EVALUATION
10.1509/jmkr.43.3.386,WOS000239878300009,2006,JMR,RAGHUNATHAN R;CORFMAN K,IS HAPPINESS SHARED DOUBLED AND SADNESS SHARED HALVED? SOCIAL INFLUENCE ON ENJOYMENT OF HEDONIC EXPERIENCES
10.1509/jmkr.43.3.395,WOS000239878300010,2006,JMR,BRILEY DA;AAKER JL,WHEN DOES CULTURE MATTER? EFFECTS OF PERSONAL KNOWLEDGE ON THE CORRECTION OF CULTURE-BASED JUDGMENTS
10.1509/jmkr.43.3.409,WOS000239878300011,2006,JMR,KESSELS R;GOOS P;VANDEBROEK M,A COMPARISON OF CRITERIA TO DESIGN EFFICIENT CHOICE EXPERIMENTS
10.1509/jmkr.43.3.420,WOS000239878300012,2006,JMR,GILBRIDE TJ;ALLENBY GM;BRAZELL JD,MODELS FOR HETEROGENEOUS VARIABLE SELECTION
10.1509/jmkr.43.3.431,WOS000239878300013,2006,JMR,BAUMGARTNER H;STEENKAMP JBEM,AN EXTENDED PARADIGM FOR MEASUREMENT ANALYSIS OF MARKETING CONSTRUCTS APPLICABLE TO PANEL DATA
10.1509/jmkr.43.3.443,WOS000239878300014,2006,JMR,FOK D;HORVATH C;PAAP R;FRANSES PH,A HIERARCHICAL BAYES ERROR CORRECTION MODEL TO EXPLAIN DYNAMIC EFFECTS OF PRICE CHANGES
10.1509/jmkr.43.3.462,WOS000239878300015,2006,JMR,ZEITHAMMER R,FORWARD-LOOKING BIDDING IN ONLINE AUCTIONS
10.1509/jmkr.43.3.477,WOS000239878300016,2006,JMR,BRONNENBERG BJ;MELA CF;BOULDING W,THE PERIODICITY OF PRICING
10.1509/jmkr.43.3.494,WOS000239878300017,2006,JMR,CHANDY R;HOPSTAKEN B;NARASIMHAN O;PRABHU J,FROM INVENTION TO INNOVATION: CONVERSION ABILITY IN PRODUCT DEVELOPMENT
10.1509/jmkr.43.4.518,WOS000241885300002,2006,JMR,AILAWADI KL;HARLAM BA;CESAR J;TROUNCE D,"PROMOTION PROFITABILITY FOR A RETAILER: THE ROLE OF PROMOTION, BRAND, CATEGORY, AND STORE CHARACTERISTICS"
10.1509/jmkr.43.4.536,WOS000241885300003,2006,JMR,SLOOT LM;FOK D;VERHOEF PC,THE SHORT- AND LONG-TERM IMPACT OF AN ASSORTMENT REDUCTION ON CATEGORY SALES
10.1509/jmkr.43.4.549,WOS000241885300004,2006,JMR,JOHN DR;LOKEN B;KIM K;MONGA AB,BRAND CONCEPT MAPS: A METHODOLOGY FOR IDENTIFYING BRAND ASSOCIATION NETWORKS
10.1509/jmkr.43.4.564,WOS000241885300005,2006,JMR,SMITH TM;GOPALAKRISHNA S;CHATTERJEE R,A THREE-STAGE MODEL OF INTEGRATED MARKETING COMMUNICATIONS AT THE MARKETING-SALES INTERFACE
10.1509/jmkr.43.4.580,WOS000241885300006,2006,JMR,KAUFMAN P;JAYACHANDRAN S;ROSE RL,THE ROLE OF RELATIONAL EMBEDDEDNESS IN RETAIL BUYERS' SELECTION OF NEW PRODUCTS
10.1509/jmkr.43.4.588,WOS000241885300007,2006,JMR,MANTRALA MK;SEETHARAMAN PB;KAUL S;STAM A,OPTIMAL PRICING STRATEGIES FOR AN AUTOMOTIVE AFTERMARKET RETAILER
10.1509/jmkr.43.4.605,WOS000241885300008,2006,JMR,WANSINK B;CHANDON P,CAN ``LOW-FAT'' NUTRITION LABELS LEAD TO OBESITY?
10.1509/jmkr.43.4.618,WOS000241885300009,2006,JMR,MALKOC SA;ZAUBERMAN G,DEFERRING VERSUS EXPEDITING CONSUMPTION: THE EFFECT OF OUTCOME CONCRETENESS ON SENSITIVITY TO TIME HORIZON
10.1509/jmkr.43.4.628,WOS000241885300010,2006,JMR,RAMANATHAN S;MENON G,TIME-VARYING EFFECTS OF CHRONIC HEDONIC GOALS ON IMPULSIVE BEHAVIOR
10.1509/jmkr.43.4.642,WOS000241885300011,2006,JMR,CHAKRAVARTI A;JANISZEWSKI C;ULKUMEN G,THE NEGLECT OF PRESCREENING INFORMATION
10.1509/jmkr.43.4.654,WOS000241885300012,2006,JMR,MONGA A;HOUSTON MJ,FADING OPTIMISM IN PRODUCTS: TEMPORAL CHANGES IN EXPECTATIONS ABOUT PERFORMANCE
10.1509/jmkr.43.4.664,WOS000241885300013,2006,JMR,GHOSH M;DUTTA S;STREMERSCH S,CUSTOMIZING COMPLEX PRODUCTS: WHEN SHOULD THE VENDOR TAKE CONTROL?
10.1509/jmkr.43.4.680,WOS000241885300014,2006,JMR,MOE WW,AN EMPIRICAL TWO-STAGE CHOICE MODEL WITH VARYING DECISION RULES APPLIED TO INTERNET CLICKSTREAM DATA
10.1509/jmkr.43.4.693,WOS000241885300015,2006,JMR,FRANKE GR;PARK JE,SALESPERSON ADAPTIVE SELLING BEHAVIOR AND CUSTOMER ORIENTATION: A META-ANALYSIS
10.1509/jmkr.44.1.100,WOS000244158500012,2007,JMR,AGRAWAL N;MENON G;AAKER JL,GETTING EMOTIONAL ABOUT HEALTH
10.1509/jmkr.44.1.114,WOS000244158500013,2007,JMR,DARKE PR;RITCHIE RJB,"THE DEFENSIVE CONSUMER: ADVERTISING DECEPTION, DEFENSIVE PROCESSING, AND DISTRUST"
10.1509/jmkr.44.1.128,WOS000244158500014,2007,JMR,LO AKC;LYNCH JG;STAELIN R,HOW TO ATTRACT CUSTOMERS BY GIVING THEM THE SHORT END OF THE STICK
10.1509/jmkr.44.1.14,WOS000244158500003,2007,JMR,ATAMAN MB;MELA CF;VAN HEERDE HJ,"CONSUMER PACKAGED GOODS IN FRANCE: NATIONAL BRANDS, REGIONAL CHAINS, AND LOCAL BRANDING"
10.1509/jmkr.44.1.142,WOS000244158500015,2007,JMR,AMIR O;ARIELY D,DECISIONS BY RULES: THE CASE OF UNWILLINGNESS TO PAY FOR BENEFICIAL DELAYS
10.1509/jmkr.44.1.153,WOS000244158500016,2007,JMR,CHANDRASHEKARAN M;ROTTE K;TAX R,SATISFACTION STRENGTH AND CUSTOMER LOYALTY
10.1509/jmkr.44.1.164,WOS000244158500017,2007,JMR,OFIR C;SIMONSON I,THE EFFECT OF STATING EXPECTATIONS ON CUSTOMER SATISFACTION AND SHOPPING EXPERIENCE
10.1509/jmkr.44.1.21,WOS000244158500004,2007,JMR,KRUGER MW,"HOW GEOGRAPHIC VARIATION PERSISTS: COMMENTS ON ``CONSUMER PACKAGED GOODS IN THE UNITED STATES: NATIONAL BRANDS, LOCAL BRANDING''"
10.1509/jmkr.44.1.23,WOS000244158500005,2007,JMR,LODISH LM,ANOTHER REASON ACADEMICS AND PRACTITIONERS SHOULD COMMUNICATE MORE
10.1509/jmkr.44.1.26,WOS000244158500006,2007,JMR,BRONNENBERG BJ;DHAR SK;DUBE JP,"NATIONAL BRANDS, LOCAL BRANDING: CONCLUSIONS AND FUTURE RESEARCH OPPORTUNITIES"
10.1509/jmkr.44.1.29,WOS000244158500007,2007,JMR,CHU J;CHINTAGUNTA PK;VILCASSIM NJ,ASSESSING THE ECONOMIC VALUE OF DISTRIBUTION CHANNELS: AN APPLICATION TO THE PERSONAL COMPUTER INDUSTRY
10.1509/jmkr.44.1.4,WOS000244158500002,2007,JMR,BRONNENBERG BJ;DHAR SK;DUBE JP,"CONSUMER PACKAGED GOODS IN THE UNITED STATES: NATIONAL BRANDS, LOCAL BRANDING"
10.1509/jmkr.44.1.42,WOS000244158500008,2007,JMR,CHRISTEN M;SARVARY M,COMPETITIVE PRICING OF INFORMATION: A LONGITUDINAL EXPERIMENT
10.1509/jmkr.44.1.57,WOS000244158500009,2007,JMR,SORESCU AB;CHANDY RK;PRABHU JC,WHY SOME ACQUISITIONS DO BETTER THAN OTHERS: PRODUCT CAPITAL AS A DRIVER OF LONG-TERM STOCK RETURNS
10.1509/jmkr.44.1.73,WOS000244158500010,2007,JMR,LUO X;RINDFLEISCH A;TSE DK,WORKING WITH RIVALS: THE IMPACT OF COMPETITOR ALLIANCES ON FINANCIAL PERFORMANCE
10.1509/jmkr.44.1.84,WOS000244158500011,2007,JMR,CHANDON P;WANSINK B,IS OBESITY CAUSED BY CALORIE UNDERESTIMATION? A PSYCHOPHYSICAL MODEL OF MEAL SIZE ESTIMATION
10.1509/jmkr.44.2.175,WOS000246541700001,2007,JMR,BERGKVIST L;ROSSITER JR,THE PREDICTIVE VALIDITY OF MULTIPLE-ITEM VERSUS SINGLE-ITEM MEASURES OF THE SAME CONSTRUCTS
10.1509/jmkr.44.2.185,WOS000246541700002,2007,JMR,PALMATIER RW;SCHEER LK;STEENKAMP JBEM,CUSTOMER LOYALTY TO WHOM? MANAGING THE BENEFITS AND RISKS OF SALESPERSON-OWNED LOYALTY
10.1509/jmkr.44.2.200,WOS000246541700003,2007,JMR,WANG T;VENKATESH R;CHATTERJEE R,RESERVATION PRICE AS A RANGE: AN INCENTIVE-COMPATIBLE MEASUREMENT APPROACH
10.1509/jmkr.44.2.214,WOS000246541700004,2007,JMR,DING M,AN INCENTIVE-ALIGNED MECHANISM FOR CONJOINT ANALYSIS
10.1509/jmkr.44.2.224,WOS000246541700005,2007,JMR,KRAMER T,THE EFFECT OF MEASUREMENT TASK TRANSPARENCY ON PREFERENCE CONSTRUCTION AND EVALUATIONS OF PERSONALIZED RECOMMENDATIONS
10.1509/jmkr.44.2.234,WOS000246541700006,2007,JMR,HEITMANN M;LEHMANN DR;HERRMANN A,CHOICE GOAL ATTAINMENT AND DECISION AND CONSUMPTION SATISFACTION
10.1509/jmkr.44.2.251,WOS000246541700007,2007,JMR,HERZENSTEIN M;POSAVAC SS;BRAKUS JJ,ADOPTION OF NEW AND REALLY NEW PRODUCTS: THE EFFECTS OF SELF-REGULATION SYSTEMS AND RISK SALIENCE
10.1509/jmkr.44.2.261,WOS000246541700008,2007,JMR,CAMPBELL MC,``SAYS WHO?!'' - HOW THE SOURCE OF PRICE INFORMATION AND AFFECT INFLUENCE PERCEIVED PRICE (UN)FAIRNESS
10.1509/jmkr.44.2.272,WOS000246541700009,2007,JMR,MORALES AC;FITZSIMONS GJ,PRODUCT CONTAGION: CHANGING CONSUMER EVALUATIONS THROUGH PHYSICAL CONTACT WITH ``DISGUSTING'' PRODUCTS
10.1509/jmkr.44.2.284,WOS000246541700010,2007,JMR,PUNTONI S;TAVASSOLI NT,SOCIAL CONTEXT AND ADVERTISING MEMORY
10.1509/jmkr.44.2.297,WOS000246541700011,2007,JMR,SENGUPTA J;ZHOU R,UNDERSTANDING IMPULSIVE EATERS CHOICE BEHAVIORS: THE MOTIVATIONAL INFLUENCES OF REGULATORY FOCUS
10.1509/jmkr.44.2.309,WOS000246541700012,2007,JMR,JANISZEWSKI C;CHANDON E,"TRANSFER-APPROPRIATE PROCESSING RESPONSE FLUENCY, AND THE MERE MEASUREMENT EFFECT"
10.1509/jmkr.44.2.324,WOS000246541700013,2007,JMR,CHAN TY;KADIYALI V;PARK YH,WILLINGNESS TO PAY AND COMPETITION IN ONLINE AUCTIONS
10.1509/jmkr.44.2.334,WOS000246541700014,2007,JMR,MUTHUKRISHNAN AV;CHATTOPADHYAY A,JUST GIVE ME ANOTHER CHANCE: THE STRATEGIES FOR BRAND RECOVERY FROM A BAD FIRST IMPRESSION
10.1509/jmkr.44.3.347,WOS000249077300001,2007,JMR,NOVEMSKY N;DHAR R;SCHWARZ N;SIMONSON T,PREFERENCE FLUENCY IN CHOICE
10.1509/jmkr.44.3.357,WOS000249077300002,2007,JMR,DAHL DW;MOREAU CP,THINKING INSIDE THE BOX: WHY CONSUMERS ENJOY CONSTRAINED CREATIVE EXPERIENCES
10.1509/jmkr.44.3.370,WOS000249077300003,2007,JMR,DHAR R;HUBER J;KHAN U,THE SHOPPING MOMENTUM EFFECT
10.1509/jmkr.44.3.379,WOS000249077300004,2007,JMR,ZHAO M;HOEFFLER S;ZAUBERMAN G,MENTAL SIMULATION AND PREFERENCE CONSISTENCY OVER TIME: THE ROLE OF PROCESS- VERSUS OUTCOME-FOCUSED THOUGHTS
10.1509/jmkr.44.3.389,WOS000249077300005,2007,JMR,MONGA AB;LAU-GESK L,BLENDING COBRAND PERSONALITIES: AN EXAMINATION OF THE COMPLEX SELF
10.1509/jmkr.44.3.401,WOS000249077300006,2007,JMR,THOMAS M;MENON G,WHEN INTERNAL REFERENCE PRICES AND PRICE EXPECTATIONS DIVERGE: THE ROLE OF CONFIDENCE
10.1509/jmkr.44.3.410,WOS000249077300007,2007,JMR,GOMEZ MI;RAO VR;MCLAUGHLIN EW,EMPIRICAL ANALYSIS OF BUDGET AND ALLOCATION OF TRADE PROMOTIONS IN THE US SUPERMARKET INDUSTRY
10.1509/jmkr.44.3.425,WOS000249077300008,2007,JMR,HEIDE JB;WATHNE KH;ROKKAN AI,"INTERFIRM MONITORING, SOCIAL CONTRACTS, AND RELATIONSHIP OUTCOMES"
10.1509/jmkr.44.3.434,WOS000249077300009,2007,JMR,CHE H;SUDHIR K;SEETHARAMAN PB,"BOUNDED RATIONALITY IN PRICING UNDER STATE-DEPENDENT DEMAND: DO FIRMS LOOK AHEAD, AND IF SO, HOW FAR?"
10.1509/jmkr.44.3.450,WOS000249077300010,2007,JMR,AILAWADI KL;GEDENK K;LUTZKY C;NESLIN SA,DECOMPOSITION OF THE SALES IMPACT OF PROMOTION-INDUCED STOCKPILING
10.1509/jmkr.44.3.468,WOS000249077300011,2007,JMR,SORESCU A;SHANKAR V;KUSHWAHA T,NEW PRODUCT PREANNOUNCEMENTS AND SHAREHOLDER VALUE: DON'T MAKE PROMISES YOU CAN'T KEEP
10.1509/jmkr.44.3.490,WOS000249077300012,2007,JMR,DASGUPTA S;SIDDARTH S;SILVA-RISSO J,TO LEASE OR TO BUY? A STRUCTURAL MODEL OF A CONSUMER'S VEHICLE AND CONTRACT CHOICE DECISIONS
10.1509/jmkr.44.3.503,WOS000249077300013,2007,JMR,MOON S;KAMAKURA WA;LEDOLTER J,ESTIMATING PROMOTION RESPONSE WHEN COMPETITIVE PROMOTIONS ARE UNOBSERVABLE
10.1509/jmkr.44.3.516,WOS000249077300014,2007,JMR,GRANT SJ;XIE Y,HEDGING YOUR BETS AND ASSESSING THE OUTCOME
10.1509/jmkr.44.4.529,WOS000250691700001,2007,JMR,IYENGAR R;ANSARI A;GUPTA S,A MODEL OF CONSUMER LEARNING FOR SERVICE QUALITY AND USAGE
10.1509/jmkr.44.4.545,WOS000250691700002,2007,JMR,ZHANG J;KRISHNA A,BRAND-LEVEL EFFECTS OF STOCKKEEPING UNIT REDUCTIONS
10.1509/jmkr.44.4.560,WOS000250691700003,2007,JMR,PANCRAS J;SUDHIR K,OPTIMAL MARKETING STRATEGIES FOR A CUSTOMER DATA INTERMEDIARY
10.1509/jmkr.44.4.579,WOS000250691700004,2007,JMR,VENKATESAN R;KUMAR V;BOHLING T,OPTIMAL CUSTOMER RELATIONSHIP MANAGEMENT USING BAYESIAN DECISION THEORY: AN APPLICATION FOR CUSTOMER SELECTION
10.1509/jmkr.44.4.595,WOS000250691700005,2007,JMR,SONG I;CHINTAGUNTA PK,A DISCRETE-CONTINUOUS MODEL FOR MULTICATEGORY PURCHASE BEHAVIOR OF HOUSEHOLDS
10.1509/jmkr.44.4.613,WOS000250691700006,2007,JMR,CHEN Y;YANG S,ESTIMATING DISAGGREGATE MODELS USING AGGREGATE DATA THROUGH AUGMENTATION OF INDIVIDUAL CHOICE
10.1509/jmkr.44.4.622,WOS000250691700007,2007,JMR,CHAN TY;PADMANABHAN V;SEETHARAMAN PB,AN ECONOMETRIC MODEL OF LOCATION AND PRICING IN THE GASOLINE MARKET
10.1509/jmkr.44.4.636,WOS000250691700008,2007,JMR,STEENBURGH TJ,MEASURING CONSUMER AND COMPETITIVE IMPACT WITH ELASTICITY DECOMPOSITIONS
10.1509/jmkr.44.4.647,WOS000250691700009,2007,JMR,FOUBERT B;GIJSBRECHTS E,SHOPPER RESPONSE TO BUNDLE PROMOTIONS FOR PACKAGED GOODS
10.1509/jmkr.44.4.663,WOS000250691700010,2007,JMR,SHINE BC;PARK J;WYER RS,BRAND SYNERGY EFFECTS IN MULTIPLE BRAND EXTENSIONS
10.1509/jmkr.44.4.671,WOS000250691700011,2007,JMR,ZHAO G;PECHMANN C,THE IMPACT OF REGULATORY FOCUS ON ADOLESCENTS' RESPONSE TO ANTISMOKING ADVERTISING CAMPAIGNS
10.1509/jmkr.44.4.688,WOS000250691700012,2007,JMR,KIRMANI A;ZHU RJ,VIGILANT AGAINST MANIPULATION: THE EFFECT OF REGULATORY FOCUS ON THE USE OF PERSUASION KNOWLEDGE
10.1509/jmkr.44.4.702,WOS000250691700013,2007,JMR,CHITTURI R;RAGHUNATHAN R;MAHAJAN V,FORM VERSUS FUNCTION: HOW THE INTENSITIES OF SPECIFIC EMOTIONS EVOKED IN FUNCTIONAL VERSUS HEDONIC TRADE-OFFS MEDIATE PRODUCT PREFERENCES
10.1509/jmkr.45.1.1,WOS000253341300001,2008,JMR,BERGER J;FITZSIMONS G,"DOGS ON THE STREET, PUMAS ON YOUR FEET: HOW CUES IN THE ENVIRONMENT INFLUENCE PRODUCT EVALUATION AND CHOICE"
10.1509/jmkr.45.1.104,WOS000253341300008,2008,JMR,DE JONG MG;STEENKAMP JBEM;FOX JP;BAUMGARTNER H,USING ITEM RESPONSE THEORY TO MEASURE EXTREME RESPONSE STYLE IN MARKETING RESEARCH: A GLOBAL INVESTIGATION
10.1509/jmkr.45.1.116,WOS000253341300009,2008,JMR,SWAIN SD;WEATHERS D;NIEDRICH RW,ASSESSING THREE SOURCES OF MISRESPONSE TO REVERSED LIKERT ITEMS
10.1509/jmkr.45.1.15,WOS000253341300002,2008,JMR,MIZIK N;JACOBSON R,THE FINANCIAL VALUE IMPACT OF PERCEPTUAL BRAND ATTRIBUTES
10.1509/jmkr.45.1.33,WOS000253341300003,2008,JMR,SWAMINATHAN V;MURSHED F;HULLAND J,VALUE CREATION FOLLOWING MERGER AND ACQUISITION ANNOUNCEMENTS: THE ROLE OF STRATEGIC EMPHASIS ALIGNMENT
10.1509/jmkr.45.1.48,WOS000253341300004,2008,JMR,VILLANUEVA J;YOO S;HANSSENS DM,THE IMPACT OF MARKETING-INDUCED VERSUS WORD-OF-MOUTH CUSTOMER ACQUISITION ON CUSTOMER EQUITY GROWTH
10.1509/jmkr.45.1.60,WOS000253341300005,2008,JMR,ANSARI A;MELA CF;NESLIN SA,CUSTOMER CHANNEL MIGRATION
10.1509/jmkr.45.1.77,WOS000253341300006,2008,JMR,BODAPATI AV,RECOMMENDATION SYSTEMS WITH PURCHASE DATA
10.1509/jmkr.45.1.94,WOS000253341300007,2008,JMR,INMAN JJ;PARK J;SINHA A,A DYNAMIC CHOICE MAP APPROACH TO MODELING ATTRIBUTE-LEVEL VARIED BEHAVIOR AMONG STOCKKEEPING UNITS
10.1509/jmkr.45.2.133,WOS000254588200001,2008,JMR,HSEE CK;DUBE JP;ZHANG Y,THE PROMINENCE EFFECT IN SHANGHAI APARTMENT PRICES
10.1509/jmkr.45.2.145,WOS000254588200002,2008,JMR,AMIR O;LEVAV J,CHOICE CONSTRUCTION VERSUS PREFERENCE CONSTRUCTION: THE INSTABILITY OF PREFERENCES LEARNED IN CONTEXT
10.1509/jmkr.45.2.159,WOS000254588200003,2008,JMR,ZHU RJ;CHEN XJ;DASGUPTA S,CAN TRADE-INS HURT YOU? EXPLORING THE EFFECT OF A TRADE-IN ON CONSUMERS' WILLINGNESS TO PAY FOR A NEW PRODUCT
10.1509/jmkr.45.2.171,WOS000254588200004,2008,JMR,CHERNEV A,THE ROLE OF PURCHASE QUANTITY IN ASSORTMENT CHOICE: THE QUANTITY-MATCHING HEURISTIC
10.1509/jmkr.45.2.182,WOS000254588200005,2008,JMR,LUO L;KANNAN PK;RATCHFORD BT,INCORPORATING SUBJECTIVE CHARACTERISTICS IN PRODUCT DESIGN AND EVALUATIONS
10.1509/jmkr.45.2.195,WOS000254588200006,2008,JMR,IYENGAR R;JEDIDI K;KOHLI R,A CONJOINT APPROACH TO MULTIPART PRICING
10.1509/jmkr.45.2.211,WOS000254588200007,2008,JMR,DANAHER PJ;BONFRER A;DHAR S,THE EFFECT OF COMPETITIVE ADVERTISING INTERFERENCE ON SALES FOR PACKAGED GOODS
10.1509/jmkr.45.2.226,WOS000254588200008,2008,JMR,GAURI DK;SUDHIR K;TALUKDAR D,THE TEMPORAL AND SPATIAL DIMENSIONS OF PRICE SEARCH: INSIGHTS FROM MATCHING HOUSEHOLD SURVEY AND PURCHASE DATA
10.1509/jmkr.45.2.241,WOS000254588200009,2008,JMR,GRAYSON K;JOHNSON D;CHEN DFR,IS FIRM TRUST ESSENTIAL IN A TRUSTED ENVIRONMENT? HOW TRUST IN THE BUSINESS CONTEXT INFLUENCES CUSTOMERS
10.1509/jmkr.45.3.261,WOS000256688300002,2008,JMR,RINDFLEISCH A;MALTER AJ;GANESAN S;MOORMAN C,"CROSS-SECTIONAL VERSUS LONGITUDINAL SURVEY RESEARCH: CONCEPTS, FINDINGS, AND GUIDELINES"
10.1509/jmkr.45.3.280,WOS000256688300003,2008,JMR,DESARBO WS;GREWAL R;SCOTT CJ,A CLUSTERWISE BILINEAR MULTIDIMENSIONAL SCALING METHODOLOGY FOR SIMULTANEOUS SEGMENTATION AND POSITIONING ANALYSES
10.1509/jmkr.45.3.293,WOS000256688300004,2008,JMR,SLOTEGRAAF RJ;PAUWELS K,THE IMPACT OF BRAND EQUITY AND INNOVATION ON THE LONG-TERM EFFECTIVENESS OF PROMOTIONS
10.1509/jmkr.45.3.307,WOS000256688300005,2008,JMR,ALEXANDER DL;LYNCH JG;WANG Q,AS TIME GOES BY: DO COLD FEET FOLLOW WARM INTENTIONS FOR REALLY NEW VERSUS INCREMENTALLY NEW PRODUCTS?
10.1509/jmkr.45.3.320,WOS000256688300006,2008,JMR,CASTANO R;SUJAN M;KACKER M;SUJAN H,MANAGING CONSUMER UNUCERTAINTY IN THE ADOPTION OF NEW PRODUCTS: TEMPORAL DISTANCE AND MENTAL SIMULATION
10.1509/jmkr.45.3.337,WOS000256688300007,2008,JMR,AHLUWALIA R,HOW FAR CAN A BRAND STRETCH? UNDERSTANDING THE ROLE OF SELF-CONSTRUAL
10.1509/jmkr.45.3.351,WOS000256688300008,2008,JMR,SHANG J;REED A;CROSON R,IDENTITY CONGRUENCY EFFECTS ON DONATIONS
10.1509/jmkr.45.3.362,WOS000256688300009,2008,JMR,LEE HJ;PARK J;LEE JY;WYER RS,DISPOSITION EFFECTS AND UNDERLYING MECHANISM IN E-TRADING OF STOCKS
10.1509/jmkr.45.3.379,WOS000256688300010,2008,JMR,HAGTVEDT H;PATRICK VM,ART INFUSION: THE INFLUENCE OF VISUAL ART ON THE PERCEPTION AND EVALUATION OF CONSUMER PRODUCTS
10.1509/jmkr.45.4.391,WOS000258262900001,2008,JMR,ARIBARG A;ARORA N,BRAND PORTFOLIO PROMOTIONS
10.1509/jmkr.45.4.403,WOS000258262900002,2008,JMR,WADHWA M;SHIV B;NOWLIS SM,A BITE TO WHET THE REWARD APPETITE: THE INFLUENCE OF SAMPLING ON REWARD-SEEKING BEHAVIORS
10.1509/jmkr.45.4.414,WOS000258262900003,2008,JMR,HE X;INMAN JJ;MITTAL V,GENDER JEOPARDY IN FINANCIAL RISK TAKING
10.1509/jmkr.45.4.425,WOS000258262900004,2008,JMR,WEISS AM;LURIE NH;MACINNIS DJ,"LISTENING TO STRANGERS: WHOSE RESPONSES ARE VALUABLE, HOW VALUABLE ARE THEY, AND WHY?"
10.1509/jmkr.45.4.437,WOS000258262900005,2008,JMR,DE WILDE E;COOKE ADJ;JANISZEWSKI C,ATTENTIONAL CONTRAST DURING SEQUENTIAL JUDGMENTS: A SOURCE OF THE NUMBER-OF-LEVELS EFFECT
10.1509/jmkr.45.4.450,WOS000258262900006,2008,JMR,HAMILTON RW;SRIVASTAVA J,WHEN 2+2 IS NOT THE SAME AS 1+3: VARIATIONS IN PRICE SENSITIVITY ACROSS COMPONENTS OF PARTITIONED PRICES
10.1509/jmkr.45.4.462,WOS000258262900007,2008,JMR,CHEEMA A;PATRICK VM,ANYTIME VERSUS ONLY: MIND-SETS MODERATE THE EFFECT OF EXPANSIVE VERSUS RESTRICTIVE FRAMES ON PROMOTION EVALUATION
10.1509/jmkr.45.4.473,WOS000258262900008,2008,JMR,BUCKLIN RE;SIDDARTH S;SILVA-RISSO JM,DISTRIBUTION INTENSITY AND NEW CAR CHOICE
10.1509/jmkr.45.4.487,WOS000258262900009,2008,JMR,CHAN T;NARASIMHAN C;ZHANG Q,DECOMPOSING PROMOTIONAL EFFECTS WITH A DYNAMIC STRUCTURAL MODEL OF FLEXIBLE CONSUMPTION
10.1509/jmkr.45.5.499,WOS000260560900001,2008,JMR,VAN HEERDE HJ;GUSBRECHTS E;PAUWELS K,WINNERS AND LOSERS IN A MAJOR PRICE WAR
10.1509/jmkr.45.5.519,WOS000260560900002,2008,JMR,GIELENS K;VAN DE GUCHT LM;STEENKAMP JBEM;DEKIMPE MG,DANCING WITH A GIANT: THE EFFECT OF WAL-MART'S ENTRY INTO THE UNITED KINGDOM ON THE PERFORMANCE OF EUROPEAN RETAILERS
10.1509/jmkr.45.5.535,WOS000260560900003,2008,JMR,LEWIS M,INDIVIDUAL TEAM INCENTIVES AND MANAGING COMPETITIVE BALANCE IN SPORTS LEAGUES: AN EMPIRICAL ANALYSIS OF MAJOR LEAGUE BASEBALL
10.1509/jmkr.45.5.550,WOS000260560900004,2008,JMR,JAP SD;HARUVY E,INTERORGANIZATIONAL RELATIONSHIPS AND BIDDING BEHAVIOR IN INDUSTRIAL ONLINE REVERSE AUCTIONS
10.1509/jmkr.45.5.562,WOS000260560900005,2008,JMR,PARK YH;DING M;RAO VR,ELICITING PREFERENCE FOR COMPLEX PRODUCTS: A WEB-BASED UPGRADING METHOD
10.1509/jmkr.45.5.575,WOS000260560900006,2008,JMR,OFEK E;TURUT O,TO INNOVATE OR IMITATE? ENTRY STRATEGY AND THE ROLE OF MARKET RESEARCH
10.1509/jmkr.45.5.593,WOS000260560900007,2008,JMR,OTTER T;ALLENBY GM;VAN ZANDT T,AN INTEGRATED MODEL OF DISCRETE CHOICE AND RESPONSE TIME
10.1509/jmkr.45.5.608,WOS000260560900008,2008,JMR,ADIGUZEL F;WEDEL M,SPLIT QUESTIONNAIRE DESIGN FOR MASSIVE SURVEYS
